Date,Close
8-Oct-2013,"$12,692.41"
9-Oct-2013,"$12,730.33"
10-Oct-2013,"$12,894.41"
11-Oct-2013,"$12,892.11"
15-Oct-2013,"$12,931.46"
16-Oct-2013,"$12,957.21"
17-Oct-2013,"$13,036.36"
18-Oct-2013,"$13,136.09"
21-Oct-2013,"$13,186.53"
22-Oct-2013,"$13,248.06"
23-Oct-2013,"$13,243.32"
24-Oct-2013,"$13,324.75"
25-Oct-2013,"$13,399.42"
28-Oct-2013,"$13,371.84"
29-Oct-2013,"$13,440.61"
30-Oct-2013,"$13,455.33"
31-Oct-2013,"$13,361.26"
1-Nov-2013,"$13,337.46"
4-Nov-2013,"$13,361.78"
5-Nov-2013,"$13,361.71"
6-Nov-2013,"$13,380.41"
7-Nov-2013,"$13,294.20"
8-Nov-2013,"$13,378.33"
11-Nov-2013,"$13,358.39"
12-Nov-2013,"$13,326.04"
13-Nov-2013,"$13,370.66"
14-Nov-2013,"$13,431.38"
15-Nov-2013,"$13,482.57"
18-Nov-2013,"$13,458.06"
19-Nov-2013,"$13,442.77"
20-Nov-2013,"$13,430.01"
21-Nov-2013,"$13,475.33"
22-Nov-2013,"$13,478.34"
25-Nov-2013,"$13,472.22"
26-Nov-2013,"$13,349.77"
27-Nov-2013,"$13,362.06"
28-Nov-2013,"$13,370.83"
29-Nov-2013,"$13,395.40"
2-Dec-2013,"$13,419.57"
3-Dec-2013,"$13,319.87"
4-Dec-2013,"$13,304.92"
5-Dec-2013,"$13,200.40"
6-Dec-2013,"$13,280.72"
9-Dec-2013,"$13,312.78"
10-Dec-2013,"$13,324.01"
11-Dec-2013,"$13,133.42"
12-Dec-2013,"$13,114.39"
13-Dec-2013,"$13,125.70"
16-Dec-2013,"$13,184.41"
17-Dec-2013,"$13,180.16"
18-Dec-2013,"$13,334.73"
19-Dec-2013,"$13,392.20"
20-Dec-2013,"$13,399.60"
23-Dec-2013,"$13,447.70"
24-Dec-2013,"$13,518.02"
27-Dec-2013,"$13,587.98"
30-Dec-2013,"$13,581.39"
31-Dec-2013,"$13,621.55"
2-Jan-2014,"$13,594.19"
3-Jan-2014,"$13,548.86"
6-Jan-2014,"$13,495.54"
7-Jan-2014,"$13,596.93"
8-Jan-2014,"$13,614.63"
9-Jan-2014,"$13,629.41"
10-Jan-2014,"$13,747.52"
13-Jan-2014,"$13,681.48"
14-Jan-2014,"$13,692.38"
15-Jan-2014,"$13,772.58"
16-Jan-2014,"$13,831.58"
17-Jan-2014,"$13,888.21"
20-Jan-2014,"$13,990.29"
21-Jan-2014,"$13,951.77"
22-Jan-2014,"$13,988.20"
23-Jan-2014,"$13,932.97"
24-Jan-2014,"$13,717.76"
27-Jan-2014,"$13,582.29"
28-Jan-2014,"$13,687.66"
29-Jan-2014,"$13,643.22"
30-Jan-2014,"$13,735.28"
31-Jan-2014,"$13,694.94"
3-Feb-2014,"$13,486.20"
4-Feb-2014,"$13,504.48"
5-Feb-2014,"$13,559.69"
6-Feb-2014,"$13,713.40"
7-Feb-2014,"$13,786.50"
10-Feb-2014,"$13,794.18"
11-Feb-2014,"$13,880.99"
12-Feb-2014,"$13,900.49"
13-Feb-2014,"$14,001.65"
14-Feb-2014,"$14,054.76"
18-Feb-2014,"$14,077.47"
19-Feb-2014,"$14,119.73"
20-Feb-2014,"$14,210.37"
21-Feb-2014,"$14,205.72"
24-Feb-2014,"$14,227.08"
25-Feb-2014,"$14,188.98"
26-Feb-2014,"$14,188.58"
27-Feb-2014,"$14,214.74"
28-Feb-2014,"$14,209.59"
3-Mar-2014,"$14,212.74"
4-Mar-2014,"$14,289.86"
5-Mar-2014,"$14,304.17"
6-Mar-2014,"$14,271.92"
7-Mar-2014,"$14,299.08"
10-Mar-2014,"$14,302.06"
11-Mar-2014,"$14,267.23"
12-Mar-2014,"$14,319.00"
13-Mar-2014,"$14,245.14"
14-Mar-2014,"$14,227.66"
17-Mar-2014,"$14,231.89"
18-Mar-2014,"$14,368.98"
19-Mar-2014,"$14,334.04"
20-Mar-2014,"$14,361.83"
21-Mar-2014,"$14,335.76"
24-Mar-2014,"$14,278.55"
25-Mar-2014,"$14,299.49"
26-Mar-2014,"$14,184.10"
27-Mar-2014,"$14,178.84"
28-Mar-2014,"$14,260.72"
31-Mar-2014,"$14,335.31"
1-Apr-2014,"$14,380.55"
2-Apr-2014,"$14,459.11"
3-Apr-2014,"$14,402.21"
4-Apr-2014,"$14,393.10"
7-Apr-2014,"$14,270.33"
8-Apr-2014,"$14,372.45"
9-Apr-2014,"$14,435.58"
10-Apr-2014,"$14,308.00"
11-Apr-2014,"$14,257.69"
14-Apr-2014,"$14,284.43"
15-Apr-2014,"$14,303.92"
16-Apr-2014,"$14,446.52"
17-Apr-2014,"$14,500.39"
21-Apr-2014,"$14,493.68"
22-Apr-2014,"$14,555.97"
23-Apr-2014,"$14,533.39"
24-Apr-2014,"$14,554.25"
25-Apr-2014,"$14,533.57"
28-Apr-2014,"$14,530.91"
29-Apr-2014,"$14,583.11"
30-Apr-2014,"$14,651.87"
1-May-2014,"$14,664.07"
2-May-2014,"$14,765.15"
5-May-2014,"$14,697.03"
6-May-2014,"$14,612.29"
7-May-2014,"$14,656.40"
8-May-2014,"$14,546.03"
9-May-2014,"$14,534.06"
12-May-2014,"$14,654.94"
13-May-2014,"$14,679.81"
14-May-2014,"$14,673.73"
15-May-2014,"$14,588.89"
16-May-2014,"$14,514.74"
20-May-2014,"$14,525.19"
21-May-2014,"$14,649.86"
22-May-2014,"$14,702.29"
23-May-2014,"$14,708.10"
26-May-2014,"$14,715.69"
27-May-2014,"$14,658.02"
28-May-2014,"$14,610.96"
29-May-2014,"$14,588.95"
30-May-2014,"$14,604.16"
2-Jun-2014,"$14,680.76"
3-Jun-2014,"$14,734.69"
4-Jun-2014,"$14,796.79"
5-Jun-2014,"$14,800.18"
6-Jun-2014,"$14,838.90"
9-Jun-2014,"$14,871.21"
10-Jun-2014,"$14,904.38"
11-Jun-2014,"$14,892.13"
12-Jun-2014,"$14,909.63"
13-Jun-2014,"$15,001.61"
16-Jun-2014,"$15,040.43"
17-Jun-2014,"$15,055.89"
18-Jun-2014,"$15,109.25"
19-Jun-2014,"$15,112.22"
20-Jun-2014,"$15,108.97"
23-Jun-2014,"$15,105.63"
24-Jun-2014,"$14,962.37"
25-Jun-2014,"$14,974.65"
26-Jun-2014,"$15,030.74"
27-Jun-2014,"$15,094.25"
30-Jun-2014,"$15,146.01"
2-Jul-2014,"$15,209.79"
3-Jul-2014,"$15,207.11"
4-Jul-2014,"$15,214.96"
7-Jul-2014,"$15,172.93"
8-Jul-2014,"$15,137.18"
9-Jul-2014,"$15,215.19"
10-Jul-2014,"$15,114.48"
11-Jul-2014,"$15,125.50"
14-Jul-2014,"$15,171.23"
15-Jul-2014,"$15,081.32"
16-Jul-2014,"$15,226.34"
17-Jul-2014,"$15,204.48"
18-Jul-2014,"$15,266.57"
21-Jul-2014,"$15,249.99"
22-Jul-2014,"$15,315.13"
23-Jul-2014,"$15,394.38"
24-Jul-2014,"$15,394.45"
25-Jul-2014,"$15,455.04"
28-Jul-2014,"$15,445.22"
29-Jul-2014,"$15,446.55"
30-Jul-2014,"$15,524.82"
31-Jul-2014,"$15,330.74"
1-Aug-2014,"$15,215.26"
5-Aug-2014,"$15,187.71"
6-Aug-2014,"$15,202.09"
7-Aug-2014,"$15,118.43"
8-Aug-2014,"$15,196.31"
11-Aug-2014,"$15,261.64"
12-Aug-2014,"$15,274.23"
13-Aug-2014,"$15,262.73"
14-Aug-2014,"$15,291.18"
15-Aug-2014,"$15,304.24"
18-Aug-2014,"$15,338.47"
19-Aug-2014,"$15,477.17"
20-Aug-2014,"$15,561.95"
21-Aug-2014,"$15,556.09"
22-Aug-2014,"$15,535.55"
25-Aug-2014,"$15,598.74"
26-Aug-2014,"$15,619.21"
27-Aug-2014,"$15,602.65"
28-Aug-2014,"$15,558.17"
29-Aug-2014,"$15,625.73"
2-Sep-2014,"$15,619.08"
3-Sep-2014,"$15,657.63"
4-Sep-2014,"$15,576.79"
5-Sep-2014,"$15,569.92"
8-Sep-2014,"$15,509.39"
9-Sep-2014,"$15,536.81"
10-Sep-2014,"$15,471.89"
11-Sep-2014,"$15,534.32"
12-Sep-2014,"$15,531.58"
15-Sep-2014,"$15,482.56"
16-Sep-2014,"$15,510.54"
17-Sep-2014,"$15,458.88"
18-Sep-2014,"$15,465.54"
19-Sep-2014,"$15,265.35"
22-Sep-2014,"$15,129.00"
23-Sep-2014,"$15,125.67"
24-Sep-2014,"$15,120.54"
25-Sep-2014,"$14,893.57"
26-Sep-2014,"$15,026.77"
29-Sep-2014,"$14,976.92"
30-Sep-2014,"$14,960.51"
1-Oct-2014,"$14,805.44"
2-Oct-2014,"$14,760.64"
3-Oct-2014,"$14,789.78"
6-Oct-2014,"$14,743.12"
7-Oct-2014,"$14,576.45"
8-Oct-2014,"$14,666.47"
9-Oct-2014,"$14,460.60"
10-Oct-2014,"$14,227.36"
14-Oct-2014,"$14,036.68"
15-Oct-2014,"$13,869.88"
16-Oct-2014,"$14,052.97"
17-Oct-2014,"$14,227.68"
20-Oct-2014,"$14,337.77"
21-Oct-2014,"$14,547.71"
22-Oct-2014,"$14,312.07"
23-Oct-2014,"$14,486.83"
24-Oct-2014,"$14,543.82"
27-Oct-2014,"$14,469.00"
28-Oct-2014,"$14,624.25"
29-Oct-2014,"$14,527.57"
30-Oct-2014,"$14,458.69"
31-Oct-2014,"$14,613.32"
3-Nov-2014,"$14,537.62"
4-Nov-2014,"$14,390.43"
5-Nov-2014,"$14,548.26"
6-Nov-2014,"$14,563.38"
7-Nov-2014,"$14,690.83"
10-Nov-2014,"$14,709.80"
11-Nov-2014,"$14,760.27"
12-Nov-2014,"$14,856.20"
13-Nov-2014,"$14,778.77"
14-Nov-2014,"$14,843.10"
17-Nov-2014,"$14,882.50"
18-Nov-2014,"$14,972.97"
19-Nov-2014,"$14,980.15"
20-Nov-2014,"$15,075.18"
21-Nov-2014,"$15,111.13"
24-Nov-2014,"$15,015.41"
25-Nov-2014,"$15,073.65"
26-Nov-2014,"$15,038.41"
27-Nov-2014,"$14,922.44"
28-Nov-2014,"$14,744.70"
1-Dec-2014,"$14,625.32"
2-Dec-2014,"$14,620.07"
3-Dec-2014,"$14,754.06"
4-Dec-2014,"$14,469.95"
5-Dec-2014,"$14,473.70"
8-Dec-2014,"$14,144.17"
9-Dec-2014,"$14,195.73"
10-Dec-2014,"$13,852.95"
11-Dec-2014,"$13,905.12"
12-Dec-2014,"$13,731.05"
15-Dec-2014,"$13,705.14"
16-Dec-2014,"$13,861.52"
17-Dec-2014,"$14,213.88"
18-Dec-2014,"$14,346.75"
19-Dec-2014,"$14,468.26"
22-Dec-2014,"$14,432.38"
23-Dec-2014,"$14,594.03"
24-Dec-2014,"$14,609.25"
29-Dec-2014,"$14,663.92"
30-Dec-2014,"$14,640.04"
31-Dec-2014,"$14,632.44"
2-Jan-2015,"$14,753.65"
5-Jan-2015,"$14,392.70"
6-Jan-2015,"$14,246.77"
7-Jan-2015,"$14,285.00"
8-Jan-2015,"$14,457.72"
9-Jan-2015,"$14,384.92"
12-Jan-2015,"$14,265.01"
13-Jan-2015,"$14,187.16"
14-Jan-2015,"$14,084.43"
15-Jan-2015,"$14,041.82"
16-Jan-2015,"$14,309.41"
19-Jan-2015,"$14,312.50"
20-Jan-2015,"$14,308.44"
21-Jan-2015,"$14,560.42"
22-Jan-2015,"$14,763.98"
23-Jan-2015,"$14,779.35"
26-Jan-2015,"$14,797.83"
27-Jan-2015,"$14,833.88"
28-Jan-2015,"$14,602.88"
29-Jan-2015,"$14,637.28"
30-Jan-2015,"$14,673.48"
2-Feb-2015,"$14,900.47"
3-Feb-2015,"$15,062.88"
4-Feb-2015,"$14,995.65"
5-Feb-2015,"$15,124.92"
6-Feb-2015,"$15,083.92"
9-Feb-2015,"$15,100.70"
10-Feb-2015,"$15,112.52"
11-Feb-2015,"$15,151.50"
12-Feb-2015,"$15,228.52"
13-Feb-2015,"$15,264.81"
17-Feb-2015,"$15,284.61"
18-Feb-2015,"$15,212.75"
19-Feb-2015,"$15,180.33"
20-Feb-2015,"$15,172.24"
23-Feb-2015,"$15,200.26"
24-Feb-2015,"$15,164.97"
25-Feb-2015,"$15,228.57"
26-Feb-2015,"$15,241.16"
27-Feb-2015,"$15,234.34"
2-Mar-2015,"$15,264.05"
3-Mar-2015,"$15,133.85"
4-Mar-2015,"$15,082.84"
5-Mar-2015,"$15,103.11"
6-Mar-2015,"$14,952.50"
9-Mar-2015,"$14,854.49"
10-Mar-2015,"$14,641.76"
11-Mar-2015,"$14,739.20"
12-Mar-2015,"$14,770.72"
13-Mar-2015,"$14,731.50"
16-Mar-2015,"$14,862.76"
17-Mar-2015,"$14,898.53"
18-Mar-2015,"$14,962.24"
19-Mar-2015,"$14,873.93"
20-Mar-2015,"$14,942.41"
23-Mar-2015,"$14,957.21"
24-Mar-2015,"$15,081.26"
25-Mar-2015,"$14,929.37"
26-Mar-2015,"$14,869.80"
27-Mar-2015,"$14,812.42"
30-Mar-2015,"$14,908.39"
31-Mar-2015,"$14,902.44"
1-Apr-2015,"$14,942.55"
2-Apr-2015,"$15,026.62"
6-Apr-2015,"$15,100.65"
7-Apr-2015,"$15,188.84"
8-Apr-2015,"$15,213.60"
9-Apr-2015,"$15,326.31"
10-Apr-2015,"$15,388.43"
13-Apr-2015,"$15,383.59"
14-Apr-2015,"$15,389.28"
15-Apr-2015,"$15,450.87"
16-Apr-2015,"$15,386.77"
17-Apr-2015,"$15,360.55"
20-Apr-2015,"$15,412.60"
21-Apr-2015,"$15,346.44"
22-Apr-2015,"$15,304.77"
23-Apr-2015,"$15,392.35"
24-Apr-2015,"$15,408.33"
27-Apr-2015,"$15,344.08"
28-Apr-2015,"$15,346.07"
29-Apr-2015,"$15,347.34"
30-Apr-2015,"$15,224.52"
1-May-2015,"$15,339.77"
4-May-2015,"$15,367.47"
5-May-2015,"$15,173.94"
6-May-2015,"$15,023.89"
7-May-2015,"$15,088.82"
8-May-2015,"$15,170.02"
11-May-2015,"$15,152.64"
12-May-2015,"$15,043.15"
13-May-2015,"$14,980.72"
14-May-2015,"$15,028.12"
15-May-2015,"$15,108.12"
19-May-2015,"$15,121.02"
20-May-2015,"$15,072.83"
21-May-2015,"$15,203.61"
22-May-2015,"$15,200.76"
25-May-2015,"$15,187.40"
26-May-2015,"$15,050.81"
27-May-2015,"$15,110.47"
28-May-2015,"$15,107.00"
29-May-2015,"$15,014.09"
1-Jun-2015,"$15,074.13"
2-Jun-2015,"$15,104.74"
3-Jun-2015,"$15,154.68"
4-Jun-2015,"$15,019.39"
5-Jun-2015,"$14,957.16"
8-Jun-2015,"$14,743.33"
9-Jun-2015,"$14,817.71"
10-Jun-2015,"$14,889.04"
11-Jun-2015,"$14,830.88"
12-Jun-2015,"$14,741.15"
15-Jun-2015,"$14,756.05"
16-Jun-2015,"$14,753.05"
17-Jun-2015,"$14,732.98"
18-Jun-2015,"$14,770.64"
19-Jun-2015,"$14,653.12"
22-Jun-2015,"$14,790.48"
23-Jun-2015,"$14,904.91"
24-Jun-2015,"$14,947.51"
25-Jun-2015,"$14,897.50"
26-Jun-2015,"$14,808.09"
29-Jun-2015,"$14,490.15"
30-Jun-2015,"$14,553.33"
2-Jul-2015,"$14,637.99"
3-Jul-2015,"$14,682.39"
6-Jul-2015,"$14,593.57"
7-Jul-2015,"$14,624.50"
8-Jul-2015,"$14,412.07"
9-Jul-2015,"$14,278.49"
10-Jul-2015,"$14,411.07"
13-Jul-2015,"$14,533.22"
14-Jul-2015,"$14,599.40"
15-Jul-2015,"$14,662.28"
16-Jul-2015,"$14,731.08"
17-Jul-2015,"$14,642.84"
20-Jul-2015,"$14,425.55"
21-Jul-2015,"$14,376.24"
22-Jul-2015,"$14,307.12"
23-Jul-2015,"$14,265.37"
24-Jul-2015,"$14,186.24"
27-Jul-2015,"$14,001.37"
28-Jul-2015,"$14,077.36"
29-Jul-2015,"$14,301.80"
30-Jul-2015,"$14,382.78"
31-Jul-2015,"$14,468.44"
4-Aug-2015,"$14,491.05"
5-Aug-2015,"$14,502.99"
6-Aug-2015,"$14,405.91"
7-Aug-2015,"$14,302.70"
10-Aug-2015,"$14,466.39"
11-Aug-2015,"$14,414.67"
12-Aug-2015,"$14,339.53"
13-Aug-2015,"$14,238.40"
14-Aug-2015,"$14,277.88"
17-Aug-2015,"$14,251.53"
18-Aug-2015,"$14,193.87"
19-Aug-2015,"$14,036.63"
20-Aug-2015,"$13,737.00"
21-Aug-2015,"$13,473.67"
24-Aug-2015,"$13,052.74"
25-Aug-2015,"$13,150.93"
26-Aug-2015,"$13,381.59"
27-Aug-2015,"$13,766.67"
28-Aug-2015,"$13,865.07"
31-Aug-2015,"$13,859.12"
1-Sep-2015,"$13,481.90"
2-Sep-2015,"$13,545.25"
3-Sep-2015,"$13,596.41"
4-Sep-2015,"$13,478.31"
8-Sep-2015,"$13,630.67"
9-Sep-2015,"$13,531.85"
10-Sep-2015,"$13,569.89"
11-Sep-2015,"$13,461.47"
14-Sep-2015,"$13,353.34"
15-Sep-2015,"$13,462.71"
16-Sep-2015,"$13,763.78"
17-Sep-2015,"$13,787.16"
18-Sep-2015,"$13,646.90"
21-Sep-2015,"$13,779.44"
22-Sep-2015,"$13,491.09"
23-Sep-2015,"$13,383.69"
24-Sep-2015,"$13,338.67"
25-Sep-2015,"$13,378.57"
28-Sep-2015,"$13,004.58"
29-Sep-2015,"$13,036.96"
30-Sep-2015,"$13,306.96"
1-Oct-2015,"$13,241.89"
2-Oct-2015,"$13,339.74"
5-Oct-2015,"$13,552.20"
6-Oct-2015,"$13,647.26"
7-Oct-2015,"$13,868.35"
8-Oct-2015,"$13,978.66"
9-Oct-2015,"$13,964.36"
13-Oct-2015,"$13,844.73"
14-Oct-2015,"$13,875.33"
15-Oct-2015,"$13,828.97"
16-Oct-2015,"$13,838.10"
19-Oct-2015,"$13,758.38"
20-Oct-2015,"$13,841.92"
21-Oct-2015,"$13,704.19"
22-Oct-2015,"$13,878.11"
23-Oct-2015,"$13,953.66"
26-Oct-2015,"$13,790.90"
27-Oct-2015,"$13,699.60"
28-Oct-2015,"$13,863.16"
29-Oct-2015,"$13,791.88"
30-Oct-2015,"$13,529.17"
2-Nov-2015,"$13,623.01"
3-Nov-2015,"$13,710.31"
4-Nov-2015,"$13,661.82"
5-Nov-2015,"$13,558.78"
6-Nov-2015,"$13,553.30"
9-Nov-2015,"$13,482.62"
10-Nov-2015,"$13,411.63"
11-Nov-2015,"$13,341.93"
12-Nov-2015,"$13,127.18"
13-Nov-2015,"$13,075.42"
